,reference_code,pmid,doi,comment,Language,Volume,Issue,Page,Journal,Abstract,Date,Authors
701,74JEB/TY,4373722.0,10.1073/pnas.71.11.4630,,['eng'],71,11,4630-4,Proceedings of the National Academy of Sciences of the United States of America,"The modified adenine nucleotides ATP-NO, ADP-NO, and AMP-NO were tested as potential substrates and/or inhibitors of mitochondrial phosphotransferases. ADP-NO is not recognized by the translocase system located in the inner mitochondrial membrane; however, it is rapidly phosphorylated to ATP-NO in the outer compartment of mitochondria, by way of the nucleosidediphosphate kinase (EC 2.7.4.6) reaction, provided there is sufficient ATP in the mitochondria. AMP-NO is not phosphorylated by liver mitochondria to the corresponding nucleoside diphosphate; it cannot serve as substrate for adenylate kinase (EC 2.7.4.3). ATP-NO and ADP-NO, however, are substrates of this enzyme. The apparent equilibrium constant for the reaction, ADP-NO + ADP right harpoon over left harpoon ATP-NO + AMP, of 0.908 at pH 7.4 and 5 mM Mg(2+) is significantly higher than that of the reaction with natural nucleotides. Although adenosine N(1)-oxide is easily phosphorylated to AMP-NO by adenosine kinase [Schnebli et al. (1967) J. Biol. Chem. 242, 1997-2004], the formation of corresponding nucleoside triphosphate in vivo seems also to be limited by adenylate kinase; adenosine N(1)-oxide cannot replace adenosine in restoring the normal ATP level in ethionine-treated rats.",Nov 1974,"G Jebeleanu, N G Ty, H H Mantsch, O Bârzu, G Niac, I Abrudan"
702,74KEN,4831620.0,,,['eng'],160,2,358-65,Archives of biochemistry and biophysics,-,Feb 1974,J Kennedy
703,74KNA/BLA,4615902.0,10.1111/j.1432-1033.1974.tb03894.x,,['eng'],50,1,253-63,European journal of biochemistry,-,Dec 1974,"J Knappe, H P Blaschkowski, P Gröbner, T Schmitt"
704,74KUR/TAK,4846750.0,10.1016/S0021-9258(19)42395-8,,['eng'],249,15,4824-8,The Journal of biological chemistry,-,Aug 1974,"Y Kurashina, K Takai, C Suzuki-Hori, H Okamoto, O Hayaishi"
705,74LAN,,,,-,-,-,-,-,-,-,-
706,74MCG/PHI,4364415.0,10.1016/S0021-9258(19)42648-3,,['eng'],249,10,3132-9,The Journal of biological chemistry,-,May 1974,"W G McGregor, J Phillips, C H Suelter"
707,74MCK,,,,-,-,-,-,-,-,-,-
708,74SCA/SHI,,10.1002/star.19740261202,,-,-,-,-,-,-,-,-
709,74SCH/STU,,,,-,-,-,-,-,-,-,-
710,74TUR/GIL,4436332.0,10.1016/S0021-9258(19)81292-9,,['eng'],249,23,7695-700,The Journal of biological chemistry,-,Dec 1974,"R L Turnquist, T A Gillett, R G Hansen"
711,74UEB/BLA,4217278.0,10.1111/j.1432-1033.1974.tb03780.x,,['eng'],48,2,389-405,European journal of biochemistry,-,Oct 1974,"K H Ueberschär, E O Blachnitzky, G Kurz"
712,74WON/FRE,4606575.0,10.1021/bi00716a011,,['eng'],13,19,3889-94,Biochemistry,-,Sep 1974,"L J Wong, P A Frey"
713,75BOH/SCH,241184.0,,,['ger'],34,1,15-20,Acta biologica et medica Germanica,"A calorimetric procedure for determining deltaH, deltaG, deltaS and Keq of a bimolecular reaction with two or more products is described. By using this method the thermodynamic parameters of the phosphofructokinase reaction are determined. At pH 7.0 and 25 degrees C a reaction enthalpy of-6.96kcal/mole was found after correction for the neutralization enthalpy of the buffer and of the enthalpy difference of the magnesium complexes of ATP and ADP, respectively. The free energy of the phosphofructokinase reaction has been found under these conditions to be -3.96kcal/mole.",  1975,"H J Böhme, W Schellenberger, E Hofmann"
714,75BRA/JAR,1117007.0,10.1016/S0021-9258(19)41718-3,,['eng'],250,6,2315-8,The Journal of biological chemistry,"A 15-dyroxyprostaglandin dehydrogenase has been purified from human placenta to apparent monodispersity. The reaction catalyzed by this enzyme is freely reversible with an equilibrium constant of approximately 6.5 times 10-8 M. The activation energy is 9900 calories per mol. The molecular weight of the enzyme determined by gel filtration is 51,500; sodium dodecyl sulfate disc gel electrophoresis gives a value of 42,000. No evidence was obtained for the existence of multiple forms of the enzyme or for subunits.",Mar 1975,"S S Braithwaite, J Jarabak"
715,75COH/LYN,,10.1016/0005-2744(75)90324-1,,-,-,-,-,-,-,-,-
716,75DON/BAR,,10.1016/0040-6031(75)80018-9,,-,-,-,-,-,-,-,-
717,75GER/WES,168198.0,10.1016/S0021-9258(19)41278-7,,['eng'],250,13,5059-67,The Journal of biological chemistry,"The enthalpies of hydrolysis of acyclic, monocyclic, and glycoside cyclic phosphate diesters have been measured by flow microcalorimetry using a phosphohydrolase isolated from Enterobacter aerogenes as catalyst. The values so obtained (kilocalories per mol) (at 25 degrees) for sodium salts are: diethyl phosphate, minus 1.8 plus or minus 0.5; ethylene phosphate, minus 6.4 plus or minus 0.2; trimethylene phosphate, minus 3.0 plus or minus 0.2; tetramethylene phosphate, minus 2.2 plus or minus 0.1; methyl beta-D-ribofuranoside cyclic 3:5-phosphate, minus 11.1 plus or minus 0.2; methyl alpha-D-glucopyranoside cyclic 4:6-phosphate, minus 6.3 plus or minus 0.1; and cyclic adenosine 3:5-monophosphate (5-ester bond), minus 11.1 plus or minus 0.4 (10-minus 3 M Mg-2+). The enthalpy of hydrolysis of the 3-ester bond of cyclic adenosine 3:5-monophosphate (10-minus 3 M Mg-2+) has been revised to minus 11.1 plus or minus 0.2 kcal/mol from the value of minus 13.2 plus or minus 0.4 kcal/mol reported previously (greengard, p., rudolph, s.a., and sturtevant, j. m. (1969) j. biol. Chem. 244, 4798). All these values pertain to the hydrolysis of singly charged diesters to form singly charged monoesters. The data for the acyclic and monocyclic phosphodiesters are in qualitative agreement with their hydrolytic reactivities. The enthalpies measured for the hydrolysis of the glycoside cyclic phosphates cannot now be explained on the basis of their structures or reactivities; perhaps a contribution to the enthalpies by solvation or a previously unrecognized geometric strain effect may be responsible for the large exothermic enthalpies of these cyclic phosphate diesters. Changes in the heat capacity, increment Cp, for some of the hydrolytic reactions were also measured.",Jul 1975,"J A Gerlt, F H Westheimer, J M Sturtevant"
718,75GOL,240453.0,10.1016/0301-4622(75)80011-1,,['eng'],3,3,192-205,Biophysical chemistry,-,Jul 1975,R N Goldberg
719,75GOR/ESF,237482.0,10.1016/0003-9861(75)90274-x,,['eng'],168,2,450-4,Archives of biochemistry and biophysics,-,Jun 1975,"G Gorin, A Esfandi, G B Guthrie"
720,75GRI/CAR,,10.1016/0076-6879(75)42149-8,,-,-,-,-,-,-,-,-
721,75IZU/REE,240851.0,10.1016/S0021-9258(19)40819-3,,['eng'],250,20,8085-7,The Journal of biological chemistry,"D-Ribose isomerase, which catalyzes the conversion of D-ribose to D-ribulose, was purified from extracts of Mycobacterium smegmatis grown on D-ribose. The purified enzyme crystalized as hexagonal plates from a 44% solution of ammonium sulfate. The enzyme was homogenous by disc gel electrophoresis and ultracentrifugal analysis. The molecular weight of the enzyme was between 145,000 and 174,000 by sedimentation equilibrium analysis. Its sedimentation constant of 8.7 S indicates it is globular. On the basis of sodium dodecyl sulfate gel electrophoresis in the presence of Mn2+, the enzyme is probably composed of 4 identical subunits of molecular weight about 42,000 to 44,000. The enzyme was specific for sugars having the same configuration as D-ribose at carbon atoms 1 to 3. Thus, the enzyme could also utilize L-lyxose, D-allose, and L-rhamnose as substrates. The Km for D-ribose was 4 mM and for L-lyxose it was 5.3 mM. The enzyme required a divalent cation for activity with optimum activity being shown with Mn2+. the Km for the various cations was as follows: Mn2+, 1 times 10(-7) M, Co2+, 4 times 10(-7) M, and Mg2+, 1.8 times 10(-5) M. The pH optimum for the enzyme was 7.5 to 8.5. Polyols did not inhibit the enzyme to any great extent. The product of the reaction was identified as D-ribulose by thin layer chromatography and by preparation of the O-nitrophenylhydrazone derivative.",Oct 1975,"K Izumori, A W Rees, A D Elbein"
722,75JEN/NYG,235429.0,10.1111/j.1432-1033.1975.tb03925.x,,['eng'],51,1,253-65,European journal of biochemistry,"The purine nucleoside phosphorylases from Escherichia coli and from Salmonella typhimurium have been purified to electrophoretic homogeneity and crystallized. Comparative studies revealed that the two enzymes are very much alike. They obey simple Michaelis-Menten kinetics for their substrates with the exception of phosphate for which they show negative cooperativity. Gel filtration on Sephadex G-200 of the native enzymes revealed a molecular weight for both enzymes of 138000 plus or minus 10%. By use of dodecylsulphate gel electrophoresis a subunit molecular weight of 23700 plus or minus 5% was determined, suggesting that both enzymes consist of six subunits of equal molecular weight. When the subunits were partially crosslinked with dimethyl suberimidate before dodecylsulphate electrophoresis six protein bands were observed in agreement with the proposed oligomeric state of the enzyme, consisting of six subunits of equal molecular weight. Analysis of the amino acid composition also indicates that the subunits are identical. 6M guanidinium chloride dissociates the enzymes; association experiments with native and succinylated enzymes suggested that only the hexameric form is active. Both enzymes could be dissociated into subunits by p-chloromercuribenzoate; this dissociation is prevented by the substrates: the nucleosides, the pentose 1-phosphates, and mixtures of phosphate and purine bases.",Feb 1975,"K F Jensen, P Nygaard"
723,75JES,1133398.0,10.1021/ja00840a006,,['eng'],97,7,1662-7,Journal of the American Chemical Society,-,Apr 1975,N D Jespersen
724,75KAP/BAR,,,,-,-,-,-,-,-,-,-
725,75KRI,,10.1016/S0076-6879(75)41094-1,,-,-,-,-,-,-,-,-
726,75KUR/KON,,,,-,-,-,-,-,-,-,-
727,75MAN/LAN,808172.0,10.1016/0003-9861(75)90324-0,,['eng'],169,1,126-33,Archives of biochemistry and biophysics,-,Jul 1975,"A Mangold, N Langerman"
728,75MCC/JOV,1092683.0,10.1016/S0021-9258(19)41388-4,,['eng'],250,11,4073-80,The Journal of biological chemistry,"A steady state kinetic study of Escherichia coli DNA polymerase I has been carried out using poly[d(A-T)] as the template-primer substrate. The results of substrate saturation and product inhibition kinetic studies suggest an altered Ordered Bi Bi mechanism for the enzyme. The Michaelis constants for polymer, d-atp, and dTTP are 5 nM (3'-OH ends), 1 muM, and 2 muM, respectively. The apparent equilibrium constant for the reaction, Keq equals [PPi]/[dNTP], was estimated as greater than or equal to 500. No quaternary complex of enzyme, template, and both deoxynucleoside triphosphates was detected. Single turnover experiments at 4 degrees indicated that the enzyme functions non-processively under the specified conditions, that is, dissociates after each catalytic step. The results at higher temperature were consistent with dissociation within 30 steps. Furthermore, at 4 degrees a burst of incorporation stoichiometric with the amount of enzyme was observed upon initiation of the reaction, indicating that the rate-limiting step in the steady state occurs after phosphodiester bond formation. There is a linear Arrhenius dependence of the initial reaction on temperature in the range 4-40 degrees, with an apparent Ea equals 17 kcal/mol. The rate equations appropriate for template-dependent polymerases which dissociate after each catalytic step have been derived.",Jun 1975,"W R McClure, T M Jovin"
729,75MCG/JOR,,10.1021/ac60356a048,,-,-,-,-,-,-,-,-
730,75MUR/TSU,,10.1016/0005-2744(75)90040-6,,-,-,-,-,-,-,-,-
731,75PIE/GUY,237900.0,10.1016/S0021-9258(19)41323-9,,['eng'],250,12,4445-50,The Journal of biological chemistry,"The observed equilibrium constant (Kobs) for the reaction of choline acetyltransferase (EC 2.3.1.6) has been determined under physiological conditions. Using sigma and square brackets to indicate total concentrations of all ionic species present: (see article). The value of Kobs has been determined to be 12.3 plus or minus 0.6 at 38 degrees, pH 7.0 and ionic strength 0.25 M. The value at 25 degrees is not significantly different, and the constant has been found to be insensitive to variations in ionic strength (0.03 to 0.375 M), pH (6.5 TO 7.5) OR FREE [Mg-2+] (0 to 5 mM). The Kobs of this reaction reflects the difference between the observed standard free energy change (delta G-oobs) for the hydrolysis of acetylcholine and the delta G-oobs for the hydrolysis of acetyl-CoA. Since the delta G-oobs for the hydrolysis of acetyl-CoA has been previously determined to be minus 8.54 kcal/mol (minus 35.75 kJ/mol under the same physiological conditions, the delta G-oobs for the reaction of acetylcholinesterase (EC 3.1.1.7): (SEE ARTICLE). Can be calculated to be minus 6.99 kcal/mol (minus 29.26 kJ/mol) at pH ionic strength 0.25 M and 38 degrees, taking the standard state of liquid water to have unit activity ([H2O] equals 1). The pKa for acetic acid under the same conditions, has been determined to be 4.60 plus or minus 0.01, allowing the Kobs for the pH-independent reaction (see article). To be calculated to be 3.28 times 10-2 M. Choline and carnitine are chemical analogues. The Kobs for the corresponding reaction of carnitine acetyltransferase (EC 2.3.1.7). (SEE ARTICLE). Under the same physiological conditions of pH (7.0), ionic strength (0.25 M), and temperature (38 degrees) has been determined to be 1.73 plus or minus 0.05, making the delta G-oobs for the hydrolysis of acetylcholine only 1.21 kcal/mol (5.06 kJ) less negative than that for the hydrolysis of acetylcarnitine.",Jun 1975,"J R Pieklik, R W Guynn"
732,75SCH/GRE,170102.0,10.1111/j.1432-1033.1975.tb02227.x,,['eng'],56,1,245-52,European journal of biochemistry,"The enzyme system prostaglandin 15-hydroxy dehydrogenase, which catalyzes the inactivation of all biologically active prostaglandins, has been purified 1270-fold from human placenta. Kinetic studies on the enzyme have provided information on a well-organized control mechanism to avoid prostaglandin accumulation and for a fast prostaglandin degradation. 15-Ketoprostaglandin E2 and 13,14-dihydro-15-ketoprostaglandin E2 inhibit prostaglandin 15-hydroxy dehydrogenase non-competitively with respect to prostaglandin E2. The rate equation of enzyme reaction for two substrates was used for determination of the equilibrium constant and Michaelis constants of the enzyme. The following kinetic constants for prostaglandin 15-hydroxy dehydrogenase have been found. The equilibrium constant with repect to prostaglandin E2 is 18 muM, the Michaelis constant Km for prostaglandin E2 is 1 muM for NAD+ 44muM. The inhibition constants for 15-ketoprostaglandin E2 ar Ki(slope) = 70 muM, Ki(intercept) = 150 muM, and for 13,14-dihydro-15-ketoprostaglandin E2 Ki(slope) = 80 muM, and Ki(intercept) = 150 muM. The maximal velocity for the forward reaction is V1 = 0.45 mumol/min. These kinetic data exclude a random or ping-pong mechanism, and also a Theorell-Chance type as suggested by Braithwaite and Jarabak. We propose, therefore, a sequential ordered mechanism. The isoelectric point for prostaglandin 15-hydroxy dehydrogenase is at pH 5.35, judged by isoelectric focusing.",Aug 1975,"W Schlegel, R O Greep"
733,75SCH/RIF,1191642.0,10.1021/bi00695a020,,['eng'],14,24,5347-54,Biochemistry,"When malic enzyme is added to a mixture of malate-2-d, TPN, CO2, pyruvate, and TPNH at concentrations calculated to be at equilibrium, the TPNH level first drops and then increases slowly to its original level. This equilibrium perturbation is caused by slower cleavage of C-D than C-H bonds during hydride transfer as malate-2-d and TPNH are partly converted into TPND and malate-2-h in the process of establishing isotopic equilibrium. With malate-2-d, isotope effects for malic enzyme at pH 7.1 and malate dehydrogenase at pH 9.3 of 1.45 and 1.70-2.16 (depending on oxaloacetate level) were determined with this method, while the corresponding isotope effects on V/Kmalate and V for the chemical reactions were 1.5-1.8 and 1.0, and 1.9 and 1.5 for the two enzymes. The advantage of this method is its extreme sensitivity, and the lack of interference from various artifacts. The sensitivity is sufficient to permit determination of 13C and 15N isotope effects in favorable cases, and values of 1.031 for malic enzyme with 13CO2, and 1.047 for glutamate dehydrogenase with 15NH4+ have been determined. In the course of this work it was discovered that the equilibrium constants for oxidation by DPN, and oxidative decarboxylation by TPN are lower for malate-2-d than for malate-2-h by a factor of 0.76-0.82. Changes in Keq upon deuterium substitution, which are predicted by the calculations of Hartshorn and Shiner (1972), should be observed for many other reactions as well.",Dec 1975,"M I Schimerlik, J E Rife, W W Cleland"
734,75SHI/BEA,169260.0,10.1016/S0021-9258(19)41016-8,,['eng'],250,17,6891-6,The Journal of biological chemistry,"Using a homogeneous enzyme from rabbit skeletal muscle, it has been demonstrated that the cyclic adenosine 3':5'-monophosphate (cyclic AMP)-dependent protein kinase reaction is reversible. In addition to the phosphorylated protein substrate, the reverse reaction requires Mg2+, ADP, and cyclic AMP when the holoenzyme is used as the source of enzyme. It is independent of cyclic AMP when the catalytic subunit of the protein kinase is used. The optimum pH for the reverse reaction with 32P-labeled casein as the substrate is 5.7, essentially the same as that for the forward reaction. Among the nucleotide subtrates tested, ADP serves as the best phosphoryl group acceptor. The Km of the enzyme for ADP is 3.3 mM and that for 32P-casein is 1.7 mg/ml. The equilibrium constant at 30 degrees is approximately 0.042 at a magnesium concentration of 10 mM and a pH of 6.9. This result indicates that the free energy of hydrolysis (deltaG0obs) of the phosphorylated protein substrate is relatively high, i.e. approximately -6.5 kcal/mol under these conditions.",Sep 1975,"Y Shizuta, J A Beavo, P J Bechtel, F Hofmann, E G Krebs"
