,reference_code,pmid,doi,comment,Title,Date,Publisher,License,Type,Volume,Issue,Page,Authors,Language
413,63DOM/ZEC,14095156.0,,,-,-,-,-,-,-,-,-,-,-
414,63EDM/WRI,14109183.0,10.1016/S0021-9258(19)75304-6,,['Mannitol Dehydrogenase from Agaricus campestris'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,11,3539-3541,"John M. Edmundowicz, John C. Wriston",en
415,63EHR/MAR,14109209.0,10.1016/S0021-9258(19)75330-7,,['Enzymatic Synthesis of γ-Glutamylhydroxamic Acid from Glutamic Acid and Hydroxylamine'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,11,3711-3716,"Elvera Ehrenfeld, Sara Jo Marble, Alton Meister",en
416,63FLA,,10.1016/0076-6879(63)06157-7,,-,-,-,-,-,-,-,-,-,-
417,63FRI/SCH,13963148.0,10.1016/S0021-9258(19)68001-4,,['Properties of Partially Purified Carnitine Acetyltransferase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,7,2509-2517,"Irving B. Fritz, Suzzanne K. Schultz, Paul A. Srere",en
418,63GRE,,10.1016/0076-6879(63)06194-2,,-,-,-,-,-,-,-,-,-,-
419,63HAR/COL,14063286.0,10.1016/S0021-9258(18)67880-9,,['The Citritase of Streptococcus diacetilactis'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,8,2648-2653,"R.J. Harvey, E.B. Collins",en
420,63HIN/WOL,14075112.0,10.1021/bi00904a025,,-,-,-,-,-,-,-,-,-,-
421,63HUE,13955484.0,10.1021/bi00901a027,,-,-,-,-,-,-,-,-,-,-
422,63JEN/CAP,14093907.0,10.1021/bi00906a024,,-,-,-,-,-,-,-,-,-,-
423,63KUR/FUK,,10.1016/0006-3002(63)91027-8,,['The metabolism of γ-hydroxyglutamate in rat liver I. Enzymic synthesis of γ-hydroxy-α-ketoglutarate from pyruvate and glyoxylate'],10.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,78,4,617-628,"Kazuoki Kuratomi, Keiko Fukunaga",en
424,63MAP/ISH,13932735.0,10.1042/bj0860173,,-,-,-,-,-,-,-,-,-,-
425,63MAR/BAR,,10.1016/S0021-9258(18)81106-1,,['A Specific Mannitol Dehydrogenase from Lactobacillus brevis'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,5,1598-1603,"G. Martinez, H.A. Barker, B.L. Horecker",en
426,63MAT/HUE,14085400.0,10.1016/S0021-9258(18)48686-3,,['Further Studies on Dihydrofolic Reductase'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,10,3436-3442,"C.K. Mathews, F.M. Huennekens",en
427,63MEI/BUK,14087295.0,,,-,-,-,-,-,-,-,-,-,-
428,63MON/WHI,13936004.0,10.1016/S0021-9258(18)81333-3,,['Purification and Properties of a Sheep Liver 21-Hydroxysteroid Nicotinamide Adenine Dinucleotide Oxidoreductase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,2,767-774,"Carl Monder, Abraham White",en
429,63OKA,,10.1093/oxfordjournals.jbchem.a127721,,-,-,-,-,-,-,-,-,-,-
430,63QUA,13972708.0,10.1042/bj0870368,,-,-,-,-,-,-,-,-,-,-
431,63SCO/DUN,14086726.0,10.1016/S0021-9258(18)51808-1,,['Purification and Properties of Glutathione Reductase of Human Erythrocytes'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,12,3928-3933,"Edward M. Scott, Irma W. Duncan, Virginia Ekstrand",en
432,63SLY/STA,14063285.0,10.1016/S0021-9258(18)67879-2,,['Formate Metabolism'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,238,8,2639-2647,"William S. Sly, E.R. Stadtman",en
433,63VIL/LAR,,10.1016/0076-6879(63)06186-3,,-,-,-,-,-,-,-,-,-,-
434,64ADA/NOR,14189888.0,10.1016/S0021-9258(18)91347-5,,['Purification and Properties of Inducible Hydroxyproline 2-Epimerase from Pseudomonas'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,5,1525-1535,"Elijah Adams, Isabel L. Norton",en
435,64ASP/JAK,14154441.0,10.1016/S0021-9258(18)51644-6,,['l-Threonic Acid Dehydrogenase: Purification and Properties'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,3,710-713,"Anita J. Aspen, William B. Jakoby",en
436,64AVI,14257584.0,10.1016/S0021-9258(18)91180-4,,['Sucrose-Uridine Diphosphate Glucosyltransferase from Jerusalem Artichoke Tubers'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,11,3613-3618,Gad Avigad,en
437,64BAR/ROO,14245371.0,10.1016/S0021-9258(18)97713-6,,['The Glutamate Mutase System'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,10,3260-3266,"H.A. Barker, V. Rooze, F. Suzuki, A.A. Iodice",en
438,64BOJ/GAU,14102876.0,10.1128/jb.87.1.75-80.1964,,['OXAMIC TRANSCARBAMYLASE OF\n            <i>STREPTOCOCCUS ALLANTOICUS</i>'],3.1.2020,American Society for Microbiology,https://journals.asm.org/non-commercial-tdm-license,journal-article,87,1,75-80,"R. Bojanowski, Elizabeth Gaudy, R. C. Valentine, R. S. Wolfe",en
439,64HEN/CLE,14155095.0,10.1021/bi00891a007,,-,-,-,-,-,-,-,-,-,-
440,64IMA/MOR,,10.1093/oxfordjournals.jbchem.a127970,,-,-,-,-,-,-,-,-,-,-
441,64KEL/ALL,14235536.0,10.1016/S0021-9258(18)93888-3,,['Methylmalonyl Isomerase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,8,2562-2569,"R.W. Kellermeyer, S.H.G. Allen, Rune Stjernholm, Harland G. Wood",en
442,64LOW/PAS,14114860.0,10.1016/S0021-9258(18)51741-5,,['The Relationships between Substrates and Enzymes of Glycolysis in Brain'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,1,31-42,"Oliver H. Lowry, Janet V. Passonneau",en
443,64MAI/DEK,14193832.0,10.1016/S0021-9258(18)91340-2,,['Purification and Properties of Rat Liver 2-Keto-4-hydroxyglutarate Aldolase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,5,1485-1491,"Umadas Maitra, Eugene E. Dekker",en
444,64MCN/DAM,14247682.0,10.1016/S0021-9258(18)91169-5,,['Tetraoxypteridine Isomerase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,12,4272-4279,"Walter S. McNutt, Shridhar P. Damle",en
445,64MEL/WOO,14245410.0,10.1016/S0021-9258(18)97752-5,,['The Mechanism of 2-Keto-3-deoxy-6-phosphogluconic Aldolase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,10,3511-3514,"H.P. Meloche, W.A. Wood",en
446,64MIL/AVI,,10.1002/ijch.196400064,,-,-,-,-,-,-,-,-,-,-
447,64MOO/REI,14245401.0,10.1016/S0021-9258(18)97743-4,,['Enzymatic Synthesis of Deoxyribonucleotides'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,10,3445-3452,"E. Colleen Moore, Peter Reichard, Lars Thelander",en
448,64NOR,,10.1016/0926-6569(64)90103-8,,['Palmityl-coa:carnitine palmityltransferase'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,89,1,95-108,Kaare R. Norum,en
449,64PRE/WOO,14245350.0,10.1016/S0021-9258(18)97692-1,,['Sugar Nucleotide Reactions in Arthrobacter'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,10,3119-3126,"Jack Preiss, Eileen Wood",en
450,64ROS/RAP,,10.1038/201185a0,,['Reduction-potential of Glutathione'],5.7.2006,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,201,4915,185-185,"J. ROST, S. RAPOPORT",en
451,64SAT/TSU,,10.1246/nikkashi1898.67.5_683,,-,-,-,-,-,-,-,-,-,-
452,64TAK/SAW,,10.1016/0926-6569(64)90263-9,,['The metabolism of l-rhamnose in escherichia coli'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,92,1,10-17,"Yasuyuki Takagi, Hideo Sawada",en
453,64WIL/HOG,14235524.0,10.1016/S0021-9258(18)93876-7,,['The Enzymes of the Galactose Operon in Escherichia coli'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,239,8,2469-2481,"David B. Wilson, David S. Hogness",en
454,64ZAN/BAC,14127579.0,10.1128/JB.87.3.614-618.1964,,['FRUCTOSE-6-PHOSPHATE REDUCTASE FROM\n            <i>SALMONELLA GALLINARUM</i>'],3.1.2020,American Society for Microbiology,https://journals.asm.org/non-commercial-tdm-license,journal-article,87,3,614-618,"Glaci T. Zancan, Metry Bacila",en
455,65AND/ALL,14304839.0,10.1016/S0021-9258(18)97332-1,,['Purification and Characterization of d-Lyxose Isomerase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,6,2367-2372,"R.L. Anderson, D.P. Allison",en
456,65ANN/KOS,,10.1139/o65-208,,['ENZYMATIC ENOLIZATION OF OXALACETIC ACID'],17.12.2009,Canadian Science Publishing,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,journal-article,43,11,1887-1889,"R. G. Annett, G. W. Kosicki",en
457,65BAH/CAT,14321375.0,10.1016/S0021-9258(18)97227-3,,"['A Thermodynamic Study of the Hydrolysis of Cytidine 2‘,3‘-Cyclic Phosphate']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,8,3372-3378,"James T. Bahr, Renata E. Cathou, Gordon G. Hammes",en
458,65BES/HER,14253449.0,10.1016/S0021-9258(18)97668-4,,['The Enzymology of Virus-infected Bacteria'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,1,439-445,"Maurice J. Bessman, Susan T. Herriott, Mary Jane Van Bibber Orr",en
459,65BOY/BAR,,10.1021/bi00885a020,,-,-,-,-,-,-,-,-,-,-
460,65BUL/HAN,14321365.0,10.1016/S0021-9258(18)97216-9,,['Kinetics of Beef Heart Glutamic-Alanine Transaminase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,8,3283-3294,"Bernard Bulos, Philip Handler",en
461,65CAN/FOC,14321360.0,10.1016/S0021-9258(18)97211-X,,['Metabolism of Propionic Acid in Animal Tissues'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,8,3249-3257,"J.J.B. Cannata, Aldo Focesi, Rajarshi Mazumder, Robert C. Warner, Severo Ochoa",en
462,65CAR/KIR,,10.1016/S0926-6593(65)80047-9,,['The papain-catalyzed synthesis of hippuryl anilide II. Variation of rate with substrate concentration and determination of the equilibrium constant'],4.9.2009,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,110,2,399-413,"R.P. Carty, D.M. Kirschenbaum",en
463,65CHI/FEI,,10.1016/0006-291X(65)90155-5,,['Substrate specificity of L-rhamnulose 1-phosphate aldolase'],30.10.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,19,4,511-516,"T.H. Chiu, David Sidney Feingold",en
464,65DAW/DIC,14346088.0,10.1042/bj0940353,,-,-,-,-,-,-,-,-,-,-
465,65EIC/CYN,14285233.0,10.1021/bi00877a024,,-,-,-,-,-,-,-,-,-,-
466,65GAU/WOL,5854583.0,10.1128/jb.90.6.1531-1536.1965,,['Ureidoglycolate Synthetase of\n            <i>Streptococcus allantoicus</i>\n            II. Properties of the Enzyme and Reaction Equilibrium'],3.1.2020,American Society for Microbiology,https://journals.asm.org/non-commercial-tdm-license,journal-article,90,6,1531-1536,"Elizabeth T. Gaudy, R. S. Wolfe",en
467,65GHO/ROS,14285487.0,10.1016/S0021-9258(18)97467-3,,['The Sialic Acids'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,4,1525-1530,"Sudhamoy Ghosh, Saul Roseman",en
468,65GHO/ROS2,14285488.0,10.1016/S0021-9258(18)97468-5,,['The Sialic Acids'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,4,1531-1536,"Sudhamoy Ghosh, Saul Roseman",en
469,65ICH/HIR,,10.1271/nogeikagaku1924.39.291,,-,-,-,-,-,-,-,-,-,-
470,65KAT/BUC,14275142.0,10.1016/S0021-9258(17)45250-1,,['Enzymatic Synthesis of the Methyl Group of Methionine'],4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,2,825-835,"Howard M. Katzen, John M. Buchanan",en
471,65KAZ/GRO,14256957.0,10.1016/S0021-9258(18)97615-5,,['Metabolism of Propionic Acid in Animal Tissues'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,1,64-67,"Yoshito Kaziro, Albert Grossman, Severo Ochoa",en
472,65LEE/DOB,16562063.0,10.1128/jb.90.3.653-660.1965,,['Oxidative Metabolism in\n            <i>Pediococcus pentosaceus</i>\n            III. Glucose Dehydrogenase System'],3.1.2020,American Society for Microbiology,https://journals.asm.org/non-commercial-tdm-license,journal-article,90,3,653-660,"Chin K. Lee, Walter J. Dobrogosz",en
473,65MAR/JEN,4953710.0,10.1016/S0021-9258(18)97177-2,,['d-Alanine-d-Glutamate Transaminase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,9,3538-3546,"M. Martinez-Carrion, W. Terry Jenkins",en
474,65MAY/GIN,14299608.0,10.1016/S0021-9258(18)97402-8,,['Purification and Properties of Cytidine Diphosphate d-Glucose Pyrophosphorylase from Salmonella paratyphi A'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,5,1900-1904,"Robert M. Mayer, Victor Ginsburg",en
475,65MOR/JAM,16749122.0,10.1042/bj0970037,,-,-,-,-,-,-,-,-,-,-
476,65ONO/HIR,,10.1093/oxfordjournals.jbchem.a128147,,-,-,-,-,-,-,-,-,-,-
477,65PIN,,10.1051/jcp/1965620591,,-,-,-,-,-,-,-,-,-,-
478,65SEK/SUN,,,,-,-,-,-,-,-,-,-,-,-
479,65SHA/CLE,14299613.0,10.1016/S0021-9258(18)97409-0,,"['The Partial Purification, Properties, and Mechanism of Action of Pig Liver Isopentenyl Pyrophosphate Isomerase']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,5,1946-1956,"Damayanti H. Shah, W.W. Cleland, John W. Porter",en
480,65STI/DIA,,,,-,-,-,-,-,-,-,-,-,-
481,65STR,14284729.0,10.1016/S0021-9258(18)97564-2,,['Purification and Properties of Rat Liver Ornithine δ-Transaminase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,3,1225-1230,Harold J. Strecker,en
482,65TAK/HIR,,10.1093/oxfordjournals.jbchem.a128195,,-,-,-,-,-,-,-,-,-,-
483,65TAK/YOS,,10.1093/oxfordjournals.jbchem.a128194,,-,-,-,-,-,-,-,-,-,-
484,65TAT/DAT,14348207.0,10.1042/bj0940470,,-,-,-,-,-,-,-,-,-,-
485,65TSU/SAT,,10.1271/bbb1961.29.1129,,-,-,-,-,-,-,-,-,-,-
486,65UYE/RAB,14285511.0,10.1016/S0021-9258(18)97492-2,,['Metabolism of Formiminoglycine'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,4,1701-1710,"Kosaku Uyeda, Jesse C. Rabinowitz",en
487,65WAL/SAL,4378782.0,10.1021/bi00882a015,,-,-,-,-,-,-,-,-,-,-
488,65YOS,14284712.0,10.1016/S0021-9258(18)97547-2,,['Enzymic Properties of Malate Dehydrogenase of Bacillus subtilis'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,240,3,1118-1124,Akira Yoshida,en
489,65YOS/FRE,,10.1016/0926-6593(65)90009-3,,['Enzymic properties of alanine dehydrogenase of Bacillus subtilis'],4.4.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,96,2,248-262,"Akira Yoshida, Ernst Freese",en
490,66ALB/BAS,4287931.0,10.1016/S0021-9258(18)96559-2,,['Crystallization and Properties of Uridine Diphosphate Glucose Pyrophosphorylase from Liver'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,12,2968-2975,"G.J. Albrecht, S.T. Bass, L.L. Seifert, R.G. Hansen",en
491,66ALL,4289051.0,10.1016/S0021-9258(18)96427-6,,['The Isolation and Characterization of Malate-Lactate Transhydrogenase from Micrococcus lactilyticus'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,22,5266-5275,S.H.G. Allen,en
492,66AVI/ENG,4379259.0,10.1016/S0021-9258(18)96926-7,,['5-Keto-d-fructose'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,2,373-378,"Gad Avigad, Sasha Englard, Sharon Pifko",en
493,66BER/MOE,5982377.0,,,-,-,-,-,-,-,-,-,-,-
494,66CAR/HUL,16742459.0,10.1042/bj1010781,,-,-,-,-,-,-,-,-,-,-
495,66CHA/WIL,5924646.0,10.1016/S0021-9258(18)99776-0,,['Participation of the Unsymmetrical Disulfide of Coenzyme A and Glutathione in an Enzymatic Sulfhydryl-Disulfide Interchange'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,18,4251-4260,"Simon H. Chang, David R. Wilken",en
496,66DED,,10.1016/0076-6879(66)08091-1,,-,-,-,-,-,-,-,-,-,-
497,66DOM/ZEC,,10.1016/0076-6879(66)09115-8,,-,-,-,-,-,-,-,-,-,-
498,66GIB/MOR,16749179.0,10.1042/bj0990021p,,-,-,-,-,-,-,-,-,-,-
499,66GOL/MAR,5901055.0,10.1016/S0021-9258(18)96955-3,,"['β-1,3-Oligoglucan:Orthophosphate Glucosyltransferase from Euglena gracilis']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,1,45-50,"Sara H. Goldemberg, Luis R. Maréchal, Bazilicia C. De Souza",en
500,66HAN/ALB,,10.1016/0076-6879(66)08042-X,,-,-,-,-,-,-,-,-,-,-
501,66HAN/VER,,10.1016/0076-6879(66)08048-0,,-,-,-,-,-,-,-,-,-,-
502,66HOR/HEN,4287985.0,10.1016/S0021-9258(18)96478-1,,['Kinetic Studies of Adenine Phosphoribosyltransferase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,14,3404-3408,"Makoto Hori, J. Frank Henderson",en
503,66JEN/DAR,5912360.0,10.1016/S0021-9258(18)96541-5,,['Glutamic-Aspartic Transaminase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,12,2845-2854,"W. Terry Jenkins, Linda D'Ari",en
504,66KIM/SUZ,5933869.0,10.1016/S0021-9258(18)96808-0,,['Studies on Cytidine Diphosphate Glucose Pyrophosphorylase and Related Enzymes of Azotobacter vinelandii'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,5,1099-1113,"Koji Kimata, Sakaru Suzuki",en
505,66MAR/COH,4958913.0,10.1016/S0021-9258(18)99770-X,,['A Kinetic Study of the Mechanism of Crystalline Carbamate Kinase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,18,4197-4208,"Margaret Marshall, Philip P. Cohen",en
506,66MAR/WAD,5924638.0,10.1016/S0021-9258(18)99761-9,,"[""Adenosine Triphosphate-Adenosine 5'-Monophosphate Phosphotransferase of Bovine Liver Mitochondria""]",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,18,4136-4145,"Frank S. Markland, Charles L. Wadkins",en
507,66MAT,5924649.0,10.1016/S0021-9258(18)99779-6,,"['Enzymatic Synthesis of Cytidine Diphosphate 3,6-Dideoxyhexoses']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,18,4275-4282,Sachiko Matsuhashi,en
508,66MAT/STR,,10.1016/0076-6879(66)08061-3,,-,-,-,-,-,-,-,-,-,-
509,66MUD/KLE,5961285.0,10.1021/bi00869a030,,-,-,-,-,-,-,-,-,-,-
510,66MUR/SUG,5941994.0,10.1016/0003-9861(66)90153-6,,['Enzymic mechanism of starch synthesis in ripening rice grains'],25.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,113,1,34-44,"Takao Murata, Tatsuo Sugiyama, Takao Minamikawa, T. Akazawa",en
511,66NAT,,10.1271/bbb1961.30.887,,-,-,-,-,-,-,-,-,-,-
512,66REI,,10.1016/0076-6879(66)09112-2,,-,-,-,-,-,-,-,-,-,-
513,66SCH,,10.1016/0926-6593(66)90039-7,,['Choline acetyltransferase purification and effect of salts on the mechanism of the enzyme-catalyzed reaction'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,122,3,470-481,Jan Schuberth,en
514,66SCH/HOR,4381350.0,10.1016/0003-9861(66)90020-8,,-,-,-,-,-,-,-,-,-,-
515,66SHU,,10.1016/0076-6879(66)09104-3,,-,-,-,-,-,-,-,-,-,-
516,66STA/DEN,,10.1016/0926-6593(66)90144-5,,['Mechanism of arginine biosynthesis in Chlamydomonas reinhardti I. Purification and properties of ornithine acetyltransferase'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,128,1,82-91,"Maria Staub, G. Dénes",en
517,66THO/NAN,5971743.0,10.1016/0003-9861(66)90126-3,,['Isotope and solvent effects of deuterium on aconitase'],14.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,117,1,65-74,"John F. Thomson, Sharron L. Nance, Karen J. Bush, Patricia A. Szczepanik",en
518,66TOO/WAK,,10.1016/0005-2760(66)90001-4,,['Studies on the mechanism of fatty acid synthesis XV. Preparation and general properties of β-ketoacyl acyl carrier protein reductase from Escherichia coli'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,116,2,189-197,"Richard E. Toomey, Salih J. Wakil",en
519,66UHR/MAR,5954807.0,10.1016/S0021-9258(18)96447-1,,['Studies on Adenosine Triphosphate: Arginine Phosphotransferase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,22,5428-5435,"Marie Louise Uhr, Frank Marcus, J.F. Morrison",en
520,66VER/ROD,5946626.0,10.1016/S0021-9258(18)96658-5,,['Purification and Properties of Guanosine Diphosphate Hexose Pyrophosphorylase from Mammalian Tissues'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,9,2007-2013,"H. Verachtert, P. Rodriguez, S.T. Bass, R.G. Hansen",en
521,66WIL/WAK,5330116.0,10.1016/S0021-9258(18)96625-1,,['Studies on the Mechanism of Fatty Acid Synthesis'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,10,2326-2332,"I.P. Williamson, Salih J. Wakil",en
522,66WOO/DAV,4288897.0,10.1016/S0021-9258(18)96399-4,,"['The Equilibria of Reactions Catalyzed by Carboxytransphosphorylase, Carboxykinase, and Pyruvate Carboxylase and the Synthesis of Phosphoenolpyruvate']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,241,23,5692-5704,"Harland G. Wood, Judith J. Davis, Hans Lochmüller",en
523,67BAR,,10.1007/BF00406311,,['Citramalate lyase of Clostridium tetanomorphum'],8.11.2004,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,59,1-3,4-12,H. A. Barker,en
524,67DAN/YOS,,10.1271/bbb1961.31.284,,-,-,-,-,-,-,-,-,-,-
525,67ENG/DAL,4384597.0,10.1042/bj1050691,,-,-,-,-,-,-,-,-,-,-
526,67ENG/DEN,5583983.0,10.1042/bj1050032c,,-,-,-,-,-,-,-,-,-,-
527,67EPP/DAW,6016604.0,10.1016/S0021-9258(19)81449-7,,['The Comparative Enzymology of Creatine Kinases'],7.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,242,2,204-209,"Hans M. Eppenberger, David M. Dawson, Nathan O. Kaplan",en
528,67GRO,6016328.0,10.1016/S0021-9258(18)96331-3,,['Deoxyribose 5-Phosphate Aldolase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,242,1,155-159,D.P. Groth,en
